"01","c"
"01","b"
"01","b"
"01","a"
"01","c"
"01","a"
"01","a"
"01","a"
"01","a"
"01","c"
"01","a"
"01","c"
"01","a"
"01","a"
"01","b"
"01","c"
"01","a"
"01","a"
"01","c"
"01","c"
"01","a"
"01","c"
"01","b"
"01","c"
"01","c"
"01","b"
"01","b"
"01","a"
"01","a"
"01","a"
"01","b"
"01","c"
"01","c"
"01","c"
"01","a"
"01","c"
"01","b"
"01","b"
"01","b"
"01","b"
"01","b"
"01","b"
"01","c"
"01","a"
"01","c"
"01","a"
"01","b"
"01","a"
"01","c"
"01","b"
"01","c"
"01","a"
"01","b"
"01","c"
"01","c"
"01","c"
"01","a"
"01","a"
"01","a"
"01","b"
"01","c"
"01","c"
"01","b"
"01","b"
"01","c"
"01","a"
"01","a"
"01","b"
"01","b"
"01","c"
"01","a"
"01","b"
"01","a"
"01","c"
"01","a"
"01","a"
"01","a"
"01","b"
"01","a"
"01","a"
"01","b"
"01","b"
"01","b"
"01","c"
"01","a"
"01","c"
"01","c"
"01","b"
"01","c"
"01","c"
"01","b"
"01","c"
"01","c"
"01","a"
"01","b"
"01","b"
"01","b"
"01","b"
"01","a"
"01","b"
"01","a"
"01","c"
"01","c"
"01","a"
"01","a"
"01","a"
"01","c"
"01","c"
"01","a"
"01","a"
"01","b"
"01","b"
"01","b"
"01","a"
"01","b"
"01","b"
"01","b"
"01","a"
"01","a"
"01","a"
"01","c"
"01","a"
"01","a"
"01","a"
"01","a"
"01","a"
"01","a"
"01","a"
"01","b"
"01","a"
"01","a"
"01","a"
"01","b"
"01","b"
"01","c"
"01","c"
"01","b"
"01","b"
"01","b"
"01","b"
"01","b"
"01","c"
"01","b"
"01","a"
"01","c"
"01","b"
"01","c"
"01","b"
"01","b"
"01","b"
"01","c"
"01","a"
"01","a"
"01","c"
"01","b"
"01","c"
"01","c"
"01","c"
"01","b"
"01","c"
"01","b"
"01","a"
"01","a"
"01","a"
"01","b"
"01","b"
"01","a"
"01","c"
"01","a"
"01","a"
"01","a"
"01","b"
"01","b"
"01","c"
"01","c"
"01","a"
"01","c"
"01","a"
"01","a"
"01","c"
"01","c"
"01","a"
"01","b"
"01","a"
"01","c"
"01","b"
"01","a"
"01","a"
"01","c"
"01","a"
"01","b"
"01","c"
"01","c"
"01","a"
"01","a"
"01","a"
"01","b"
"01","b"
"01","c"
"01","a"
"01","a"
"01","c"
"01","a"
"01","c"
"01","a"
"01","a"
"01","a"
"01","a"
"01","a"
"01","b"
"01","a"
"01","a"
"01","b"
"01","c"
"01","b"
"01","b"
"01","a"
"01","b"
